Number,Type,Skin,NumberTraits,Traits,Rarity,HiddenTraits,Owner
298,Female,Light-skinned,1,['Half Shaved'],2163,,0xC352B5
299,Male,Dark-skinned,2,"['Do-rag', 'Muttonchops']",7389,,0x0654eF
300,Male,Light-skinned,2,"['Goat', 'Headband']",7277,,
301,Female,Albino-skinned,3,"['Green Eye Shadow', 'Hot Lipstick', 'Red Mohawk']",2014,,0xC352B5
302,Female,Mid-skinned,3,"['Bandana', 'Blue Eye Shadow', 'Purple Lipstick']",5717,,0x4d8E16
303,Female,Dark-skinned,2,"['Purple Lipstick', 'Red Mohawk']",2379,,0xC352B5
304,Male,Mid-skinned,2,"['Peak Spike', 'Shadow Beard']",7793,,0xB88F61
305,Female,Albino-skinned,3,"['Blonde Bob', 'Purple Lipstick', 'VR']",2144,,0xC352B5
306,Female,Light-skinned,2,"['Vape', 'Wild Hair']",5939,,0xC352B5
307,Male,Mid-skinned,2,"['Chinstrap', 'Frumpy Hair']",6231,,0x2Debdf
308,Male,Light-skinned,3,"['Horned Rim Glasses', 'Messy Hair', 'Mole']",9646,,
309,Male,Mid-skinned,2,"['Big Shades', 'Shaved Head']",7559,,0xAB7244
310,Male,Dark-skinned,4,"['Bandana', 'Classic Shades', 'Earring', 'Vape']",5949,,0xB88F61
311,Male,Light-skinned,2,"['Front Beard', 'Frumpy Hair']",6067,,0xB88F61
312,Male,Light-skinned,2,"['Cap Forward', 'Chinstrap']",4628,,0x989680
313,Female,Light-skinned,2,"['Mohawk Dark', 'Purple Lipstick']",9052,,0xC352B5
314,Male,Albino-skinned,2,"['Eye Mask', 'Police Cap']",3996,,0xe54C39
315,Female,Mid-skinned,3,"['Black Lipstick', 'Cigarette', 'Wild White Hair']",1317,,0xC352B5
316,Female,Dark-skinned,1,['Bandana'],8112,,0xC352B5
317,Male,Mid-skinned,3,"['Bandana', 'Chinstrap', 'Frown']",5192,,0xB88F61
318,Female,Albino-skinned,3,"['Bandana', 'Cigarette', 'Hot Lipstick']",9975,,0xCbB9ab
319,Female,Light-skinned,2,"['Earring', 'Straight Hair Dark']",2705,['Hidden Earring'],0xC352B5
320,Male,Dark-skinned,1,['Stringy Hair'],8105,,0xC352B5
321,Male,Mid-skinned,1,['Peak Spike'],7636,,0xC352B5
322,Female,Mid-skinned,3,"['Black Lipstick', 'Clown Eyes Green', 'Pink With Hat']",695,,0x2b9324
323,Male,Dark-skinned,1,['Mohawk Dark'],8059,,0xC352B5
324,Female,Albino-skinned,3,"['Blonde Bob', 'Earring', 'Hot Lipstick']",2392,['Hidden Earring'],0xC352B5
325,Male,Dark-skinned,3,"['Mustache', 'Police Cap', 'Small Shades']",3972,,0xC352B5
326,Female,Dark-skinned,3,"['Earring', 'Hot Lipstick', 'Wild White Hair']",1333,['Hidden Earring'],0xC352B5
327,Male,Albino-skinned,1,['Crazy Hair'],8041,,0xC352B5
328,Male,Light-skinned,2,"['Bandana', 'Horned Rim Glasses']",9931,,0x471ccd
329,Female,Mid-skinned,2,"['Bandana', 'Eye Patch']",9757,,0x9AE891
330,Male,Mid-skinned,2,"['Clown Eyes Green', 'Knitted Cap']",8358,,0xB88F61
331,Female,Albino-skinned,3,"['Earring', 'Purple Lipstick', 'Tassle Hat']",3722,['Hidden Earring'],0xC352B5
332,Male,Dark-skinned,2,"['Horned Rim Glasses', 'Stringy Hair']",9803,,0x3Ee18f
333,Female,Light-skinned,3,"['Purple Eye Shadow', 'Purple Lipstick', 'Straight Hair Blonde']",1503,,0xC352B5
334,Male,Dark-skinned,2,"['Big Beard', 'Wild Hair']",1865,,0xC352B5
335,Male,Mid-skinned,1,['Clown Hair Green'],2561,,0xd5509E
336,Male,Mid-skinned,3,"['Nerd Glasses', 'Normal Beard', 'Top Hat']",807,,0xC352B5
337,Male,Mid-skinned,1,['Frumpy Hair'],8085,,0xC352B5
338,Male,Light-skinned,2,"['Messy Hair', 'Small Shades']",8310,,0x28d804
339,Female,Albino-skinned,5,"['Big Shades', 'Black Lipstick', 'Cap', 'Earring', 'Mole']",3361,,0xDDFdcB
340,Male,Mid-skinned,4,"['3D Glasses', 'Headband', 'Medical Mask', 'Muttonchops']",3516,,0x8F6b1e
341,Female,Light-skinned,2,"['Earring', 'Messy Hair']",9734,,0x778608
342,Female,Light-skinned,2,"['Bandana', 'Regular Shades']",9907,,0x1424D2
343,Male,Light-skinned,2,"['Police Cap', 'Shadow Beard']",4049,,0xC352B5
344,Male,Dark-skinned,1,['Beanie'],75,,0x0601D0
345,Female,Mid-skinned,2,"['Earring', 'Tassle Hat']",3744,['Hidden Earring'],0xC352B5
346,Male,Mid-skinned,1,['Purple Hair'],3218,,0x6611fE
347,Male,Mid-skinned,2,"['Horned Rim Glasses', 'Knitted Cap']",8900,,0xB88F61
348,Female,Light-skinned,3,"['Messy Hair', 'Nerd Glasses', 'Rosy Cheeks']",1084,,0xC352B5
349,Male,Dark-skinned,3,"['Earring', 'Front Beard Dark', 'Mohawk Dark']",5112,,0x72FAe9
350,Female,Mid-skinned,1,['Stringy Hair'],8108,,0xC352B5
351,Male,Light-skinned,3,"['Goat', 'Mole', 'Purple Hair']",3194,,0xC352B5
352,Female,Mid-skinned,2,"['Green Eye Shadow', 'Straight Hair']",2759,,0x5b2117
353,Female,Light-skinned,2,"['Bandana', 'Green Eye Shadow']",5832,,0x89b68C
354,Male,Albino-skinned,2,"['Cigarette', 'Police Cap']",4072,,0xC352B5
355,Female,Albino-skinned,4,"['Black Lipstick', 'Gold Chain', 'Green Eye Shadow', 'Wild White Hair']",1220,,0x052FFE
356,Male,Light-skinned,1,['Stringy Hair'],8107,,0xC352B5
357,Female,Dark-skinned,2,"['Earring', 'Tassle Hat']",3742,['Hidden Earring'],0xC352B5
358,Male,Light-skinned,3,"['Luxurious Beard', 'Mohawk', 'Small Shades']",6373,,0xee269a
359,Female,Albino-skinned,2,"['Hot Lipstick', 'Messy Hair']",9713,,0xC352B5
360,Male,Mid-skinned,2,"['Bandana', 'Normal Beard Black']",6902,,0xbd9b73
361,Male,Mid-skinned,1,['Mohawk Dark'],8063,,0xC352B5
362,Male,Mid-skinned,3,"['Eye Mask', 'Peak Spike', 'Shadow Beard']",7104,,0xB88F61
363,Male,Albino-skinned,3,"['Cowboy Hat', 'Nerd Glasses', 'Shadow Beard']",1452,,0xC352B5
364,Male,Albino-skinned,2,"['Hoodie', 'Normal Beard Black']",4874,,0xC352B5
365,Male,Light-skinned,2,"['Do-rag', 'Normal Beard']",6922,,0x0D82eB
366,Male,Mid-skinned,3,"['Earring', 'Eye Mask', 'Mohawk']",7157,,0xDE2BA4
367,Male,Dark-skinned,1,['Clown Hair Green'],2557,,0xC352B5
368,Female,Mid-skinned,2,"['Frumpy Hair', 'Purple Lipstick']",9449,,0x7962e7
369,Male,Light-skinned,3,"['Earring', 'Fedora', 'Luxurious Beard']",3801,,0xB88F61
370,Male,Dark-skinned,4,"['Cigarette', 'Peak Spike', 'Rosy Cheeks', 'Small Shades']",1050,,0xC352B5
371,Female,Mid-skinned,1,['Frumpy Hair'],8084,,0xC352B5
372,Ape,Ape-skinned,1,['Cap Forward'],36,,0xC352B5
373,Male,Dark-skinned,2,"['Earring', 'Headband']",8707,,0xB88F61
374,Female,Dark-skinned,2,"['Bandana', 'Clown Eyes Blue']",8599,,0x989680
375,Female,Light-skinned,2,"['Green Eye Shadow', 'Wild Hair']",5804,,0xC352B5
376,Female,Light-skinned,2,"['Half Shaved', 'Nerd Glasses']",2329,,0xa20416
377,Male,Albino-skinned,5,"['Cigarette', 'Earring', 'Headband', 'Normal Beard', 'Regular Shades']",3353,,0xC352B5
378,Female,Dark-skinned,2,"['Earring', 'Frumpy Hair']",9466,['Hidden Earring'],0xC352B5
379,Female,Light-skinned,3,"['Earring', 'Mohawk Thin', 'Purple Lipstick']",9283,,0x4d8E16
380,Female,Light-skinned,3,"['Black Lipstick', 'Earring', 'Wild Hair']",9560,['Hidden Earring'],0xC352B5
381,Female,Light-skinned,2,"['Knitted Cap', 'Purple Lipstick']",8926,,0xAB6cA2
382,Female,Light-skinned,2,"['Cigarette', 'Pilot Helmet']",194,,0xb70c1a
383,Female,Mid-skinned,2,"['Green Eye Shadow', 'Straight Hair Blonde']",1554,,0xFeEb2d
384,Female,Mid-skinned,3,"['Bandana', 'Classic Shades', 'Purple Lipstick']",9879,,0x1437d2
385,Female,Mid-skinned,2,"['Choker', 'Wild Hair']",139,,0xb268F2
386,Male,Mid-skinned,2,"['Do-rag', 'Earring']",7599,,0xB88F61
387,Male,Mid-skinned,3,"['Cap Forward', 'Gold Chain', 'Pipe']",3387,,0xC352B5
388,Female,Mid-skinned,3,"['Clown Eyes Blue', 'Hot Lipstick', 'Straight Hair Blonde']",1618,,0xC352B5
389,Male,Light-skinned,2,"['Do-rag', 'Rosy Cheeks']",1048,,0xC352B5
390,Female,Light-skinned,1,['Messy Hair'],8098,,0xC352B5
391,Female,Dark-skinned,3,"['Black Lipstick', 'Eye Mask', 'Wild Blonde']",1569,,0xC352B5
392,Male,Mid-skinned,1,['Shaved Head'],7426,,0xC352B5
393,Male,Light-skinned,3,"['Cap Forward', 'Cigarette', 'VR']",4700,,0xB88F61
394,Female,Light-skinned,2,"['Earring', 'Pink With Hat']",749,['Hidden Earring'],0xC352B5
395,Male,Light-skinned,3,"['Cap Forward', 'Earring', 'Normal Beard']",4669,,0xB88F61
396,Female,Mid-skinned,1,['Straight Hair Blonde'],1592,,0xC352B5
397,Male,Mid-skinned,1,['Cowboy Hat'],1432,,0xC352B5
398,Male,Dark-skinned,1,['Bandana'],8113,,0xC352B5
399,Male,Dark-skinned,2,"['Purple Hair', 'Small Shades']",3221,,0xC352B5
400,Female,Mid-skinned,3,"['Blonde Bob', 'Purple Eye Shadow', 'Purple Lipstick']",1945,,
401,Male,Dark-skinned,3,"['Big Beard', 'Earring', 'Frumpy Hair']",1859,,0xC352B5
402,Male,Dark-skinned,2,"['Front Beard Dark', 'Mohawk Thin']",5129,,0x1424D2
403,Male,Dark-skinned,2,"['Classic Shades', 'Clown Hair Green']",2604,,0xC352B5
404,Female,Light-skinned,3,"['Cigarette', 'Orange Side', 'Silver Chain']",257,,0x69021A
405,Female,Mid-skinned,1,['Messy Hair'],8100,,0xC352B5
406,Male,Dark-skinned,2,"['Hoodie', 'Nerd Glasses']",4989,,0x5AA688
407,Female,Light-skinned,3,"['Earring', 'Purple Lipstick', 'Wild Blonde']",1713,,0x052564
408,Male,Dark-skinned,1,['Cap Forward'],4707,,0xC352B5
409,Female,Light-skinned,2,"['Black Lipstick', 'Knitted Cap']",8916,,0x4d8E16
410,Male,Albino-skinned,2,"['Eye Patch', 'Headband']",8608,,0x38A4D8
411,Female,Light-skinned,3,"['Black Lipstick', 'Clown Eyes Blue', 'Wild Hair']",8549,,0x20EADf
412,Male,Albino-skinned,3,"['Classic Shades', 'Earring', 'Purple Hair']",3231,['Hidden Earring'],0xC352B5
413,Female,Albino-skinned,1,['Straight Hair'],2775,,0xC352B5
414,Male,Light-skinned,3,"['Earring', 'Shadow Beard', 'Top Hat']",841,,0xC352B5
415,Male,Light-skinned,4,"['Frown', 'Mole', 'Police Cap', 'Small Shades']",3925,,0xC352B5
416,Male,Dark-skinned,3,"['Cigarette', 'Hoodie', 'Smile']",4229,,0x0D7646
417,Female,Dark-skinned,1,['Straight Hair Dark'],2555,,0xC352B5
418,Female,Dark-skinned,3,"['Black Lipstick', 'Vape', 'Wild White Hair']",1254,,0xC352B5
419,Female,Mid-skinned,2,"['Bandana', 'Earring']",9999,,0x4d8E16
420,Male,Albino-skinned,2,"['Crazy Hair', 'Earring']",8831,,
421,Male,Mid-skinned,2,"['Front Beard', 'Wild Hair']",6079,,0xB88F61
422,Female,Light-skinned,4,"['Dark Hair', 'Earring', 'Purple Eye Shadow', 'Purple Lipstick']",2985,['Hidden Earring'],0x51636d
423,Male,Dark-skinned,2,"['Clown Eyes Blue', 'Shaved Head']",7451,,0xcFD9cc
424,Male,Albino-skinned,3,"['Hoodie', 'Muttonchops', 'Regular Shades']",4912,,0xCEC3DC
425,Female,Dark-skinned,3,"['Black Lipstick', 'Horned Rim Glasses', 'Messy Hair']",9643,,0xC352B5
426,Male,Dark-skinned,2,"['Big Shades', 'Peak Spike']",7804,,0x2536c0
427,Female,Dark-skinned,1,['Messy Hair'],8096,,0xC352B5
428,Female,Dark-skinned,1,['Purple Eye Shadow'],4397,,0xC352B5
429,Male,Mid-skinned,2,"['Police Cap', 'Smile']",3917,,0xC352B5
430,Female,Dark-skinned,3,"['Dark Hair', 'Earring', 'Purple Lipstick']",3099,['Hidden Earring'],0x0e6167
431,Female,Dark-skinned,2,"['Headband', 'Horned Rim Glasses']",8658,,0x1B5038
432,Male,Mid-skinned,3,"['Cigarette', 'Earring', 'Messy Hair']",9723,,0x78e96B
433,Male,Mid-skinned,4,"['Earring', 'Mohawk Thin', 'Normal Beard', 'Regular Shades']",7014,,0xB88F61
434,Male,Albino-skinned,2,"['Eye Mask', 'Frumpy Hair']",7169,,0x3e1F1f
435,Male,Mid-skinned,2,"['Mohawk Thin', 'Muttonchops']",7718,,0x9E6483
436,Male,Mid-skinned,1,['Medical Mask'],3492,,0xC352B5
437,Male,Light-skinned,3,"['Crazy Hair', 'Eye Patch', 'Front Beard Dark']",5086,,0xB88F61
438,Female,Mid-skinned,1,['Mohawk Dark'],8062,,0xC352B5
439,Male,Mid-skinned,2,"['Knitted Cap', 'Shadow Beard']",8872,,0x4128F4
440,Female,Dark-skinned,2,"['Black Lipstick', 'Blonde Short']",1190,,0xC352B5
441,Male,Dark-skinned,2,"['Shadow Beard', 'Stringy Hair']",9781,,
442,Male,Light-skinned,2,"['Cowboy Hat', 'Front Beard']",1377,,0xC352B5
443,Female,Dark-skinned,1,['Wild Blonde'],1588,,0xC352B5
444,Male,Dark-skinned,3,"['Do-rag', 'Earring', 'Shadow Beard']",7507,,
445,Female,Dark-skinned,4,"['Earring', 'Pilot Helmet', 'Pipe', 'Purple Lipstick']",154,['Hidden Earring'],0x2E5CcF
446,Female,Mid-skinned,3,"['Cigarette', 'Nerd Glasses', 'Straight Hair Blonde']",1684,,0x9e67D0
447,Male,Mid-skinned,2,"['Big Shades', 'Stringy Hair']",9809,,0x94de7E
448,Male,Light-skinned,1,['Shaved Head'],7423,,0xC352B5
449,Female,Mid-skinned,3,"['Cigarette', 'Purple Lipstick', 'Straight Hair']",2843,,0xFDE36c
450,Male,Mid-skinned,3,"['Cigarette', 'Fedora', 'Small Shades']",3857,,0xEc7641
451,Male,Dark-skinned,1,['Do-rag'],7422,,0xC352B5
452,Male,Albino-skinned,1,['Knitted Cap'],8049,,0xC352B5
453,Male,Mid-skinned,2,"['Buck Teeth', 'Cap']",375,,0x4551Fd
454,Male,Dark-skinned,3,"['Chinstrap', 'Medical Mask', 'Messy Hair']",3514,,0xC352B5
455,Male,Dark-skinned,3,"['Luxurious Beard', 'Top Hat', 'VR']",792,,0xC352B5
456,Male,Mid-skinned,4,"['Earring', 'Mohawk Thin', 'Nerd Glasses', 'Spots']",957,,0xC352B5
457,Male,Light-skinned,3,"['3D Glasses', 'Chinstrap', 'Knitted Cap']",6117,,0xF36972
458,Male,Dark-skinned,3,"['Cap', 'Earring', 'Normal Beard Black']",6776,,0xB88F61
459,Male,Dark-skinned,1,['Police Cap'],4019,,0xC352B5
460,Female,Light-skinned,5,"['Black Lipstick', 'Choker', 'Classic Shades', 'Earring', 'Mohawk Dark']",123,,0xE83C75
461,Male,Dark-skinned,2,"['Knitted Cap', 'Smile']",4335,,0xB88F61
462,Male,Dark-skinned,3,"['Cap Forward', 'Clown Nose', 'Regular Shades']",4085,,0xB88F61
463,Male,Mid-skinned,2,"['Bandana', 'Vape']",5953,,0xB88F61
464,Female,Dark-skinned,2,"['Hot Lipstick', 'Mohawk Dark']",9057,,0xC352B5
465,Male,Light-skinned,3,"['3D Glasses', 'Hoodie', 'Pipe']",4839,,0xC46Db2
466,Female,Mid-skinned,2,"['Blonde Bob', 'Purple Lipstick']",2385,,0xC352B5
467,Male,Light-skinned,3,"['Classic Shades', 'Front Beard', 'Purple Hair']",3143,,0xC352B5
468,Male,Dark-skinned,1,['Peak Spike'],7634,,0xC352B5
469,Female,Light-skinned,1,['Frumpy Hair'],8082,,0xC352B5
470,Male,Dark-skinned,3,"['Big Shades', 'Knitted Cap', 'Mole']",8882,,0x84D34f
471,Female,Dark-skinned,2,"['Clown Eyes Green', 'Stringy Hair']",8449,,0x3BE89b
472,Male,Dark-skinned,3,"['Mustache', 'Regular Shades', 'Wild Hair']",6695,,0xB88F61
473,Female,Light-skinned,2,"['Green Eye Shadow', 'Straight Hair Dark']",2500,,0x36E629
474,Female,Dark-skinned,2,"['Cigarette', 'Pigtails']",653,,0xC352B5
475,Female,Albino-skinned,1,['Crazy Hair'],8040,,0xC352B5
476,Male,Mid-skinned,4,"['Mohawk', 'Muttonchops', 'Nerd Glasses', 'Pipe']",7613,,0xC352B5
477,Female,Mid-skinned,2,"['Mohawk Dark', 'Purple Lipstick']",9053,,0xC352B5
478,Male,Dark-skinned,2,"['Cigarette', 'Peak Spike']",7826,,0xB88F61
479,Female,Light-skinned,2,"['Dark Hair', 'Regular Shades']",3060,,0xB88F61
480,Male,Mid-skinned,3,"['Chinstrap', 'Earring', 'Top Hat']",788,,0xFeEb2d
481,Female,Light-skinned,2,"['Nerd Glasses', 'Wild Hair']",9552,,0xC352B5
482,Female,Light-skinned,2,"['Hot Lipstick', 'Tassle Hat']",3738,,0xC352B5
483,Male,Light-skinned,2,"['Mustache', 'Stringy Hair']",6721,,
484,Male,Dark-skinned,2,"['Knitted Cap', 'Nerd Glasses']",8909,,0xB88F61
485,Male,Mid-skinned,4,"['3D Glasses', 'Big Beard', 'Earring', 'Headband']",1792,,0xd7EAe9
486,Female,Mid-skinned,2,"['Hot Lipstick', 'Straight Hair Blonde']",1733,,0x338FD1
487,Male,Dark-skinned,1,['Crazy Hair'],8043,,0xC352B5
488,Female,Mid-skinned,3,"['Earring', 'Half Shaved', 'Mole']",2363,['Hidden Earring'],0x963331
489,Male,Dark-skinned,2,"['Classic Shades', 'Do-rag']",7485,,0x1d4B9b
490,Female,Light-skinned,2,"['Earring', 'Pigtails']",656,,0xC40dF8
491,Female,Light-skinned,3,"['Blue Eye Shadow', 'Half Shaved', 'Hot Lipstick']",1988,,0x4d8E16
492,Male,Light-skinned,3,"['Classic Shades', 'Shadow Beard', 'Shaved Head']",7475,,0xB88F61
493,Female,Dark-skinned,2,"['Purple Lipstick', 'Wild Blonde']",1716,,0xC352B5
494,Male,Light-skinned,2,"['Front Beard Dark', 'Stringy Hair']",5165,,0x60512E
495,Male,Dark-skinned,2,"['Crazy Hair', 'Smile']",4325,,0xB88F61
496,Male,Mid-skinned,4,"['Cap', 'Earring', 'Normal Beard Black', 'Small Shades']",6771,,0xC352B5
497,Male,Light-skinned,2,"['Mustache', 'Peak Spike']",6594,,0x0D82eB
498,Female,Light-skinned,2,"['Blonde Short', 'Earring']",1214,,0xC352B5
499,Female,Light-skinned,3,"['Cigarette', 'Straight Hair Blonde', 'Welding Goggles']",414,,0xC352B5
500,Female,Mid-skinned,1,['Straight Hair'],2778,,0xC352B5
501,Female,Mid-skinned,2,"['Earring', 'Pilot Helmet']",197,['Hidden Earring'],0x0B88fd
502,Male,Light-skinned,3,"['Earring', 'Headband', 'Normal Beard']",6975,,0x78e96B
503,Male,Light-skinned,2,"['Front Beard Dark', 'Mohawk Dark']",5115,,0xcFD9cc
504,Female,Dark-skinned,3,"['Black Lipstick', 'Earring', 'Pilot Helmet']",165,['Hidden Earring'],0x6611fE
505,Male,Mid-skinned,2,"['Headband', 'Normal Beard']",6978,,0x6611fE
506,Male,Mid-skinned,2,"['Big Shades', 'Messy Hair']",9667,,0x8B087F
507,Female,Mid-skinned,2,"['Dark Hair', 'Hot Lipstick']",3106,,0x8C97cF
508,Male,Mid-skinned,2,"['Earring', 'Knitted Cap']",8948,,0x00B278
509,Female,Dark-skinned,2,"['Regular Shades', 'Wild Hair']",9520,,0xE281b9
510,Male,Mid-skinned,0,[],9,,0x78f026
511,Male,Mid-skinned,2,"['Bandana', 'Mole']",9967,,0xB88F61
512,Male,Dark-skinned,2,"['Cigarette', 'Hoodie']",4995,,0xeD9846
513,Male,Light-skinned,1,['Knitted Cap'],8053,,0xC352B5
514,Female,Albino-skinned,3,"['Eye Patch', 'Hot Lipstick', 'Straight Hair']",2797,,0xC352B5
515,Male,Albino-skinned,2,"['Mohawk Dark', 'Normal Beard']",7006,,0xB88F61
516,Male,Mid-skinned,3,"['3D Glasses', 'Cowboy Hat', 'Normal Beard']",1384,,0x0d8040
517,Male,Mid-skinned,3,"['Goat', 'Messy Hair', 'Pipe']",7243,,0xC352B5
518,Male,Mid-skinned,3,"['Earring', 'Mohawk', 'VR']",7969,,0x8814C8
519,Male,Light-skinned,1,['Frumpy Hair'],8083,,0xC352B5
520,Male,Light-skinned,3,"['Handlebars', 'Hoodie', 'Regular Shades']",4809,,0xC352B5
521,Female,Albino-skinned,1,['Blonde Bob'],2155,,0xC352B5
522,Female,Light-skinned,2,"['Blonde Bob', 'Nerd Glasses']",2330,,0x742117
523,Male,Mid-skinned,2,"['Smile', 'Stringy Hair']",4379,,0xB88F61
524,Male,Dark-skinned,2,"['Muttonchops', 'Purple Hair']",3205,,0xC352B5
525,Female,Mid-skinned,4,"['Earring', 'Hot Lipstick', 'Silver Chain', 'Straight Hair Dark']",2430,['Hidden Earring'],0xC352B5
526,Male,Albino-skinned,2,"['Mole', 'Vampire Hair']",2362,,0x67EDD0
527,Female,Light-skinned,3,"['Hot Lipstick', 'Regular Shades', 'Straight Hair Blonde']",1646,,0xC352B5
528,Female,Light-skinned,1,['Mohawk'],8072,,0xC352B5
529,Female,Mid-skinned,1,['Headband'],8038,,0xC352B5
530,Female,Mid-skinned,1,['Blonde Bob'],2167,,0xC352B5
531,Male,Dark-skinned,2,"['Earring', 'Knitted Cap']",8944,,0xc24F57
532,Female,Dark-skinned,1,['Mohawk Dark'],8058,,0x897aEA
533,Male,Light-skinned,2,"['Peak Spike', 'Spots']",936,,0xC352B5
534,Female,Dark-skinned,2,"['Pigtails', 'VR']",600,,0x8F6b1e
535,Male,Mid-skinned,3,"['Knitted Cap', 'Mole', 'Mustache']",6650,,0x93D020
536,Male,Dark-skinned,3,"['Hoodie', 'Horned Rim Glasses', 'Normal Beard']",4886,,0xFeEb2d
537,Female,Dark-skinned,2,"['Pink With Hat', 'Purple Lipstick']",740,,0xFeEb2d
538,Female,Mid-skinned,3,"['Green Eye Shadow', 'Hot Lipstick', 'Knitted Cap']",5752,,0xAB6cA2
539,Male,Albino-skinned,3,"['Mohawk Dark', 'Mustache', 'VR']",6602,,0xB88F61
540,Male,Light-skinned,2,"['Mohawk', 'Shadow Beard']",9146,,0x0091d8
541,Male,Light-skinned,3,"['Front Beard Dark', 'Messy Hair', 'Nerd Glasses']",5149,,0x6d5F1F
542,Male,Mid-skinned,4,"['Goat', 'Medical Mask', 'Regular Shades', 'Stringy Hair']",3528,,0xC352B5
543,Male,Mid-skinned,3,"['Earring', 'Mustache', 'Stringy Hair']",6719,,0x49ca96
544,Male,Mid-skinned,1,['Crazy Hair'],8047,,0xDFc055
545,Female,Dark-skinned,2,"['Messy Hair', 'VR']",8001,,0xC352B5
546,Male,Mid-skinned,3,"['Frown', 'Headband', 'Small Shades']",5262,,0xB88F61
547,Female,Mid-skinned,2,"['Earring', 'Knitted Cap']",8947,,0xb89c2F
548,Female,Dark-skinned,2,"['Black Lipstick', 'Frumpy Hair']",9431,,0x577eBC
549,Male,Albino-skinned,1,['3D Glasses'],4430,,0x6611fE
550,Male,Mid-skinned,2,"['Earring', 'Top Hat']",860,,0xDc25E8
551,Male,Mid-skinned,2,"['Earring', 'Peak Spike']",7832,,0x2Debdf
552,Male,Mid-skinned,3,"['Do-rag', 'Front Beard', 'VR']",5963,,0xB88F61
553,Female,Dark-skinned,2,"['3D Glasses', 'Wild Hair']",6509,,0xE30161
554,Female,Dark-skinned,2,"['Purple Lipstick', 'Wild Hair']",9575,,0xC352B5
555,Male,Dark-skinned,3,"['Earring', 'Horned Rim Glasses', 'Mohawk']",9188,,
556,Male,Dark-skinned,2,"['Messy Hair', 'Shadow Beard']",9626,,0xf29155
557,Male,Dark-skinned,3,"['Crazy Hair', 'Normal Beard Black', 'Small Shades']",6781,,0x4d8E16
558,Male,Albino-skinned,2,"['Earring', 'Mohawk Dark']",9066,,0xB88F61
559,Female,Mid-skinned,1,['Mohawk Thin'],8077,,0xC352B5
560,Female,Mid-skinned,2,"['Black Lipstick', 'Blonde Bob']",2351,,0xC352B5
561,Male,Mid-skinned,2,"['3D Glasses', 'Top Hat']",795,,0xD1E70F
562,Male,Mid-skinned,3,"['Cap', 'Eye Mask', 'Rosy Cheeks']",1042,,0xC352B5
563,Female,Light-skinned,4,"['Earring', 'Pipe', 'Straight Hair Dark', 'VR']",2544,['Hidden Earring'],0x6130d3
564,Male,Dark-skinned,2,"['Big Beard', 'Mohawk']",1853,,0xBeC69d
565,Male,Mid-skinned,1,['Shadow Beard'],4508,,0xC352B5
566,Female,Mid-skinned,1,['Wild Hair'],8092,,0xC352B5
567,Male,Dark-skinned,2,"['Bandana', 'VR']",8021,,0xcFD9cc
568,Male,Albino-skinned,2,"['Peak Spike', 'VR']",7629,,0x1d28A7
569,Female,Mid-skinned,2,"['Black Lipstick', 'Knitted Cap']",8917,,0xC352B5
570,Male,Albino-skinned,3,"['Cap', 'Cigarette', 'Muttonchops']",7644,,0x2Debdf
571,Female,Light-skinned,2,"['Pigtails', 'Purple Lipstick']",644,,0xC352B5
572,Male,Dark-skinned,2,"['Clown Eyes Blue', 'Do-rag']",7452,,0xB88F61
573,Female,Mid-skinned,3,"['Mole', 'VR', 'Wild White Hair']",1266,['Hidden Mole'],0xDf612c
574,Male,Light-skinned,2,"['Bandana', 'Goat']",7370,,0xB88F61
575,Female,Light-skinned,2,"['Black Lipstick', 'Frumpy Hair']",9432,,0xC352B5
576,Female,Albino-skinned,2,"['Black Lipstick', 'Tassle Hat']",3713,,0xC352B5
577,Male,Mid-skinned,2,"['Cap', 'Spots']",942,,0xE37302
578,Male,Mid-skinned,2,"['Fedora', 'Front Beard Dark']",3768,,0xC66b8D
579,Female,Dark-skinned,2,"['Earring', 'Straight Hair Blonde']",1741,['Hidden Earring'],0xC352B5
580,Female,Dark-skinned,2,"['Clown Eyes Green', 'Tassle Hat']",3665,,0xC352B5
581,Female,Mid-skinned,3,"['Blonde Short', 'Cigarette', 'Earring']",1210,,0xC352B5
582,Male,Dark-skinned,1,['Cap'],8027,,0xC352B5
583,Male,Light-skinned,2,"['Classic Shades', 'Do-rag']",7487,,0xAB7244
584,Female,Dark-skinned,2,"['Hot Lipstick', 'Red Mohawk']",2399,,0xC352B5
585,Female,Dark-skinned,2,"['Earring', 'Pink With Hat']",748,['Hidden Earring'],0xC352B5
586,Female,Light-skinned,2,"['Purple Eye Shadow', 'Wild Hair']",5418,,0xaC768d
587,Male,Light-skinned,2,"['Do-rag', 'Earring']",7597,,0xB88F61
588,Female,Dark-skinned,5,"['Big Shades', 'Black Lipstick', 'Cigarette', 'Earring', 'Tassle Hat']",3280,['Hidden Earring'],0x79348E
589,Female,Mid-skinned,4,"['Earring', 'Hot Lipstick', 'Mohawk', 'Regular Shades']",9152,,0xDcaf84
590,Female,Dark-skinned,2,"['Classic Shades', 'Straight Hair Dark']",2602,,0x4d8E16
591,Male,Light-skinned,3,"['Goat', 'Shaved Head', 'Small Shades']",7209,,0xeCc820
592,Male,Dark-skinned,3,"['Cigarette', 'Eye Patch', 'Purple Hair']",3226,,0xC352B5
